name	AphiaID	Match type	ScientificName	AphiaID_accepted	ScientificName_accepted	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies
Hyalinoecia tubicola	130464	exact	Hyalinoecia tubicola	130464	Hyalinoecia tubicola	Animalia	Annelida	Polychaeta	Eunicida	Onuphidae	Hyalinoecia		tubicola	
Hyas coarctatus	107323	exact	Hyas coarctatus	107323	Hyas coarctatus	Animalia	Arthropoda	Malacostraca	Decapoda	Oregoniidae	Hyas		coarctatus	
Iphinoe serrata	110460	exact	Iphinoe serrata	110460	Iphinoe serrata	Animalia	Arthropoda	Malacostraca	Cumacea	Bodotriidae	Iphinoe		serrata	
Iphinoe trispinosa	110462	exact	Iphinoe trispinosa	110462	Iphinoe trispinosa	Animalia	Arthropoda	Malacostraca	Cumacea	Bodotriidae	Iphinoe		trispinosa	
Laevicardium crassum	139004	exact	Laevicardium crassum	139004	Laevicardium crassum	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Laevicardium		crassum	
Laonice cirrata	131128	exact	Laonice cirrata	131128	Laonice cirrata	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Laonice		cirrata	
Laonice spp.	129613	exact	Laonice	129613	Laonice	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Laonice			
Lepidonotus squamatus	130801	exact	Lepidonotus squamatus	130801	Lepidonotus squamatus	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Lepidonotus		squamatus	
Leptosynapta inhaerens	124465	exact	Leptosynapta inhaerens	124465	Leptosynapta inhaerens	Animalia	Echinodermata	Holothuroidea	Apodida	Synaptidae	Leptosynapta		inhaerens	
Leptosynapta spp.	123449	exact	Leptosynapta	123449	Leptosynapta	Animalia	Echinodermata	Holothuroidea	Apodida	Synaptidae	Leptosynapta			
Liocarcinus marmoreus	107390	exact	Liocarcinus marmoreus	107390	Liocarcinus marmoreus	Animalia	Arthropoda	Malacostraca	Decapoda	Polybiidae	Liocarcinus		marmoreus	
Lucinoma borealis	140283	exact	Lucinoma borealis	140283	Lucinoma borealis	Animalia	Mollusca	Bivalvia	Lucinida	Lucinidae	Lucinoma		borealis	
Lumbrineris hibernica	130245	exact	Lumbrineris hibernica	146469	Abyssoninoe hibernica	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Lumbrineris		hibernica	
Lumbrineris latreilli	130248	exact	Lumbrineris latreilli	130248	Lumbrineris latreilli	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Lumbrineris		latreilli	
Mactra stultorum	140299	exact	Mactra stultorum	140299	Mactra stultorum	Animalia	Mollusca	Bivalvia	Venerida	Mactridae	Mactra		stultorum	
Maera othonis	102821	exact	Maera othonis	534781	Othomaera othonis	Animalia	Arthropoda	Malacostraca	Amphipoda	Maeridae	Maera		othonis	
Marphysa bellii	130072	exact	Marphysa bellii	1297885	Paucibranchia bellii	Animalia	Annelida	Polychaeta	Eunicida	Eunicidae	Marphysa		bellii	
Minuspio spp.	129617	exact	Minuspio	129620	Prionospio	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Minuspio			
Modiolus barbatus	140464	exact	Modiolus barbatus	140464	Modiolus barbatus	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Modiolus		barbatus	
Nephasoma spp.	136022	exact	Nephasoma	136022	Nephasoma	Animalia	Sipuncula	Sipunculidea	Golfingiida	Golfingiidae	Nephasoma			
Nephtys caeca	130355	exact	Nephtys caeca	130355	Nephtys caeca	Animalia	Annelida	Polychaeta	Phyllodocida	Nephtyidae	Nephtys		caeca	
Nephtys incisa	130362	exact	Nephtys incisa	130362	Nephtys incisa	Animalia	Annelida	Polychaeta	Phyllodocida	Nephtyidae	Nephtys		incisa	
Nephtys longosetosa	130364	exact	Nephtys longosetosa	130364	Nephtys longosetosa	Animalia	Annelida	Polychaeta	Phyllodocida	Nephtyidae	Nephtys		longosetosa	
Nereimyra punctata	130185	exact	Nereimyra punctata	130185	Nereimyra punctata	Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae	Nereimyra		punctata	
Notomastus latericeus	129898	exact	Notomastus latericeus	129898	Notomastus latericeus	Animalia	Annelida	Polychaeta		Capitellidae	Notomastus		latericeus	
Ophelia borealis	130491	exact	Ophelia borealis	130491	Ophelia borealis	Animalia	Annelida	Polychaeta		Opheliidae	Ophelia		borealis	
Orbinia sertulata	130523	exact	Orbinia sertulata	130523	Orbinia sertulata	Animalia	Annelida	Polychaeta		Orbiniidae	Orbinia		sertulata	
Orbinia spp.	129420	exact	Orbinia	129420	Orbinia	Animalia	Annelida	Polychaeta		Orbiniidae	Orbinia			
Paraonis spp.	129435	exact	Paraonis	129435	Paraonis	Animalia	Annelida	Polychaeta		Paraonidae	Paraonis			
Parvicardium scabrum	139012	exact	Parvicardium scabrum	139012	Parvicardium scabrum	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Parvicardium		scabrum	
Pectinaria (Amphictene) auricoma	130590	exact	Pectinaria (Amphictene) auricoma	152448	Amphictene auricoma	Animalia	Annelida	Polychaeta	Terebellida	Pectinariidae	Pectinaria	Amphictene	auricoma	
Pectinaria koreni	234099	exact	Pectinaria koreni	152367	Lagis koreni	Animalia	Annelida	Polychaeta	Terebellida	Pectinariidae	Pectinaria		koreni	
Phoronis muelleri	128549	exact	Phoronis muelleri	128549	Phoronis muelleri	Animalia	Phoronida			Phoronidae	Phoronis		muelleri	
Photis longicaudata	102383	exact	Photis longicaudata	102383	Photis longicaudata	Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae	Photis		longicaudata	
Phyllodoce (Anaitides) groenlandica	130668	exact	Phyllodoce (Anaitides) groenlandica	334506	Phyllodoce groenlandica	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Phyllodoce	Anaitides	groenlandica	
Phyllodoce (Anaitides) maculata	334510	exact_subgenus	Phyllodoce maculata	334510	Phyllodoce maculata	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Phyllodoce		maculata	
Pisidia spp.	106837	exact	Pisidia	106837	Pisidia	Animalia	Arthropoda	Malacostraca	Decapoda	Porcellanidae	Pisidia			
Pisione remota	130707	exact	Pisione remota	130707	Pisione remota	Animalia	Annelida	Polychaeta	Phyllodocida	Sigalionidae	Pisione		remota	
Poecilochaetus serpens	130711	exact	Poecilochaetus serpens	130711	Poecilochaetus serpens	Animalia	Annelida	Polychaeta	Spionida	Poecilochaetidae	Poecilochaetus		serpens	
Pontocrates altamarinus	102916	exact	Pontocrates altamarinus	102916	Pontocrates altamarinus	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Pontocrates		altamarinus	
Prionospio spp.	129620	exact	Prionospio	129620	Prionospio	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Prionospio			
Protodorvillea kefersteini	130041	exact	Protodorvillea kefersteini	130041	Protodorvillea kefersteini	Animalia	Annelida	Polychaeta	Eunicida	Dorvilleidae	Protodorvillea		kefersteini	
Protodorvillea spp.	129272	exact	Protodorvillea	129272	Protodorvillea	Animalia	Annelida	Polychaeta	Eunicida	Dorvilleidae	Protodorvillea			
Pycnogonum littorale	134744	exact	Pycnogonum littorale	239867	Pycnogonum litorale	Animalia	Arthropoda	Pycnogonida	Pantopoda	Pycnogonidae	Pycnogonum		littorale	
Sagartia elegans	100991	exact	Sagartia elegans	100991	Sagartia elegans	Animalia	Cnidaria	Anthozoa	Actiniaria	Sagartiidae	Sagartia		elegans	
Scalibregma inflatum	130980	exact	Scalibregma inflatum	130980	Scalibregma inflatum	Animalia	Annelida	Polychaeta		Scalibregmatidae	Scalibregma		inflatum	
Scaphander lignarius	139488	exact	Scaphander lignarius	139488	Scaphander lignarius	Animalia	Mollusca	Gastropoda	Cephalaspidea	Scaphandridae	Scaphander		lignarius	
Scolelepis bonnieri	131171	exact	Scolelepis bonnieri	131171	Scolelepis bonnieri	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Scolelepis		bonnieri	
Sphaerosyllis bulbosa	131379	exact	Sphaerosyllis bulbosa	131379	Sphaerosyllis bulbosa	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Sphaerosyllis		bulbosa	
Sphaerosyllis spp.	129677	exact	Sphaerosyllis	129677	Sphaerosyllis	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Sphaerosyllis			
Spisula elliptica	140300	exact	Spisula elliptica	140300	Spisula elliptica	Animalia	Mollusca	Bivalvia	Venerida	Mactridae	Spisula		elliptica	
Spisula subtruncata	140302	exact	Spisula subtruncata	140302	Spisula subtruncata	Animalia	Mollusca	Bivalvia	Venerida	Mactridae	Spisula		subtruncata	
Stenothoe marina	103166	exact	Stenothoe marina	103166	Stenothoe marina	Animalia	Arthropoda	Malacostraca	Amphipoda	Stenothoidae	Stenothoe		marina	
Tellina tenuis	141595	exact	Tellina tenuis	878470	Macomangulus tenuis	Animalia	Mollusca	Bivalvia	Cardiida	Tellinidae	Tellina		tenuis	
Thracia villosiuscula	141651	exact	Thracia villosiuscula	141651	Thracia villosiuscula	Animalia	Mollusca	Bivalvia		Thraciidae	Thracia		villosiuscula	
Thyone fusus	124670	exact	Thyone fusus	124670	Thyone fusus	Animalia	Echinodermata	Holothuroidea	Dendrochirotida	Phyllophoridae	Thyone		fusus	
Timoclea ovata	141929	exact	Timoclea ovata	141929	Timoclea ovata	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Timoclea		ovata	
Travisia forbesii	130512	exact	Travisia forbesii	130512	Travisia forbesii	Animalia	Annelida	Polychaeta		Travisiidae	Travisia		forbesii	
Unciola crenatipalma	102057	exact	Unciola crenatipalma	102057	Unciola crenatipalma	Animalia	Arthropoda	Malacostraca	Amphipoda	Unciolidae	Unciola		crenatipalma	
Upogebia deltaura	107739	exact	Upogebia deltaura	107739	Upogebia deltaura	Animalia	Arthropoda	Malacostraca	Decapoda	Upogebiidae	Upogebia		deltaura	
Urothoe brevicornis	103226	exact	Urothoe brevicornis	103226	Urothoe brevicornis	Animalia	Arthropoda	Malacostraca	Amphipoda	Urothoidae	Urothoe		brevicornis	
Urothoe elegans	103228	exact	Urothoe elegans	103228	Urothoe elegans	Animalia	Arthropoda	Malacostraca	Amphipoda	Urothoidae	Urothoe		elegans	
Urothoe marina	103233	exact	Urothoe marina	103233	Urothoe marina	Animalia	Arthropoda	Malacostraca	Amphipoda	Urothoidae	Urothoe		marina	
Urothoe poseidonis	103235	exact	Urothoe poseidonis	103235	Urothoe poseidonis	Animalia	Arthropoda	Malacostraca	Amphipoda	Urothoidae	Urothoe		poseidonis	
Acanthocardia tuberculata	381057	exact	Acanthocardia tuberculata	381057	Acanthocardia tuberculata	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Acanthocardia		tuberculata	
Acteon tornatilis	138691	exact	Acteon tornatilis	138691	Acteon tornatilis	Animalia	Mollusca	Gastropoda		Acteonidae	Acteon		tornatilis	
Aequipecten spp.	138313	exact	Aequipecten	138313	Aequipecten	Animalia	Mollusca	Bivalvia	Pectinida	Pectinidae	Aequipecten			
Alentia gelatinosa	130722	exact	Alentia gelatinosa	130722	Alentia gelatinosa	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Alentia		gelatinosa	
Amaeana spp.	129685	exact	Amaeana	129685	Amaeana	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Amaeana			
Ampelisca gibba	101898	exact	Ampelisca gibba	101898	Ampelisca gibba	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Ampelisca		gibba	
Ampelisca typica	101933	exact	Ampelisca typica	101933	Ampelisca typica	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Ampelisca		typica	
Amphilochus manudens	101967	exact	Amphilochus manudens	101967	Amphilochus manudens	Animalia	Arthropoda	Malacostraca	Amphipoda	Amphilochidae	Amphilochus		manudens	
Amphipholis squamata	125064	exact	Amphipholis squamata	125064	Amphipholis squamata	Animalia	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae	Amphipholis		squamata	
Amphiura (Acrocnida) brachiata	125193	exact	Amphiura (Acrocnida) brachiata	236130	Acrocnida brachiata	Animalia	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae	Amphiura	Acrocnida	brachiata	
Amphiura (Ophiopeltis) securigera	125195	exact	Amphiura (Ophiopeltis) securigera	125195	Amphiura (Ophiopeltis) securigera	Animalia	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae	Amphiura	Ophiopeltis	securigera	
Anoplodactylus spp.	134592	exact	Anoplodactylus	134592	Anoplodactylus	Animalia	Arthropoda	Pycnogonida	Pantopoda	Phoxichilidiidae	Anoplodactylus			
Antalis entalis	150534	exact	Antalis entalis	150534	Antalis entalis	Animalia	Mollusca	Scaphopoda	Dentaliida	Dentaliidae	Antalis		entalis	
Argissa hamatipes	102064	exact	Argissa hamatipes	102064	Argissa hamatipes	Animalia	Arthropoda	Malacostraca	Amphipoda	Argissidae	Argissa		hamatipes	
Ascidia spp.	103483	exact	Ascidia	103483	Ascidia	Animalia	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	Ascidia			
Astacilla longicornis	119024	exact	Astacilla longicornis	119024	Astacilla longicornis	Animalia	Arthropoda	Malacostraca	Isopoda	Arcturidae	Astacilla		longicornis	
Atelecyclus rotundatus	107273	exact	Atelecyclus rotundatus	107273	Atelecyclus rotundatus	Animalia	Arthropoda	Malacostraca	Decapoda	Atelecyclidae	Atelecyclus		rotundatus	
Atylus falcatus	102126	exact	Atylus falcatus	102139	Nototropis falcatus	Animalia	Arthropoda	Malacostraca	Amphipoda	Atylidae	Atylus		falcatus	
Atylus vedlomensis	102132	exact	Atylus vedlomensis	179538	Nototropis vedlomensis	Animalia	Arthropoda	Malacostraca	Amphipoda	Atylidae	Atylus		vedlomensis	
Axius spp.	107067	exact	Axius	107067	Axius	Animalia	Arthropoda	Malacostraca	Decapoda	Axiidae	Axius			
Bathyarca pectunculoides	138799	exact	Bathyarca pectunculoides	138799	Bathyarca pectunculoides	Animalia	Mollusca	Bivalvia	Arcida	Arcidae	Bathyarca		pectunculoides	
Bispira spp.	129523	exact	Bispira	129523	Bispira	Animalia	Annelida	Polychaeta	Sabellida	Sabellidae	Bispira			
Bodotria arenosa	110440	exact	Bodotria arenosa	110440	Bodotria arenosa	Animalia	Arthropoda	Malacostraca	Cumacea	Bodotriidae	Bodotria		arenosa	
Bodotria spp.	110387	exact	Bodotria	110387	Bodotria	Animalia	Arthropoda	Malacostraca	Cumacea	Bodotriidae	Bodotria			
Bowerbankia spp.	111023	exact	Bowerbankia	111022	Amathia	Animalia	Bryozoa	Gymnolaemata	Ctenostomatida	Vesiculariidae	Bowerbankia			
Brania spp.	129648	exact	Brania	129648	Brania	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Brania			
Buccinum spp.	137701	exact	Buccinum	137701	Buccinum	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Buccinum			
Callianassa tyrrhena	107731	exact	Callianassa tyrrhena	1398927	Gilvossius tyrrhenus	Animalia	Arthropoda	Malacostraca	Decapoda	Callianassidae	Callianassa		tyrrhena	
Calliostoma spp.	138584	exact	Calliostoma	138584	Calliostoma	Animalia	Mollusca	Gastropoda	Trochida	Calliostomatidae	Calliostoma			
Calocaris macandreae	107726	exact	Calocaris macandreae	107726	Calocaris macandreae	Animalia	Arthropoda	Malacostraca	Decapoda	Axiidae	Calocaris		macandreae	
Caulleriella spp.	129241	exact	Caulleriella	129241	Caulleriella	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Caulleriella			
Cellaria fistulosa	111257	exact	Cellaria fistulosa	111257	Cellaria fistulosa	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Cellariidae	Cellaria		fistulosa	
Chamelea spp.	138633	exact	Chamelea	138633	Chamelea	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Chamelea			
Cheirocratus intermedius	102795	exact	Cheirocratus intermedius	102795	Cheirocratus intermedius	Animalia	Arthropoda	Malacostraca	Amphipoda	Cheirocratidae	Cheirocratus		intermedius	
Cheirocratus spp.	101669	exact	Cheirocratus	101669	Cheirocratus	Animalia	Arthropoda	Malacostraca	Amphipoda	Cheirocratidae	Cheirocratus			
Chlamys distorta	146807	exact	Chlamys distorta	236715	Talochlamys pusio	Animalia	Mollusca	Bivalvia	Pectinida	Pectinidae	Chlamys		distorta	
Chlamys spp.	138315	exact	Chlamys	138315	Chlamys	Animalia	Mollusca	Bivalvia	Pectinida	Pectinidae	Chlamys			
Chlamys varia	140696	exact	Chlamys varia	236719	Mimachlamys varia	Animalia	Mollusca	Bivalvia	Pectinida	Pectinidae	Chlamys		varia	
Circomphalus casina	152412	exact	Circomphalus casina	141934	Venus casina	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Circomphalus		casina	
Circomphalus spp.	152411	exact	Circomphalus	152411	Circomphalus	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Circomphalus			
Ciriformia spp.	129245	phonetic	Cirriformia	129245	Cirriformia	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Cirriformia			
Cirrophorous spp.									
Clausinella spp.	138634	exact	Clausinella	138634	Clausinella	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Clausinella			
Clymenura spp.	129346	exact	Clymenura	129346	Clymenura	Animalia	Annelida	Polychaeta		Maldanidae	Clymenura			
Cochlodesma praetenue	181373	exact	Cochlodesma praetenue	181373	Cochlodesma praetenue	Animalia	Mollusca	Bivalvia		Periplomatidae	Cochlodesma		praetenue	
Corophium spp.	101489	exact	Corophium	101489	Corophium	Animalia	Arthropoda	Malacostraca	Amphipoda	Corophiidae	Corophium			
Crenella decussata	140440	exact	Crenella decussata	140440	Crenella decussata	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Crenella		decussata	
Crisia eburnea	111696	exact	Crisia eburnea	111696	Crisia eburnea	Animalia	Bryozoa	Stenolaemata	Cyclostomatida	Crisiidae	Crisia		eburnea	
Cylichna cylindracea	139476	exact	Cylichna cylindracea	139476	Cylichna cylindracea	Animalia	Mollusca	Gastropoda	Cephalaspidea	Cylichnidae	Cylichna		cylindracea	
Devonia perrieri	140365	exact	Devonia perrieri	140365	Devonia perrieri	Animalia	Mollusca	Bivalvia	Galeommatida	Lasaeidae	Devonia		perrieri	
Dexamine spinosa	102135	exact	Dexamine spinosa	102135	Dexamine spinosa	Animalia	Arthropoda	Malacostraca	Amphipoda	Dexaminidae	Dexamine		spinosa	
Diastylis lucifera	110483	exact	Diastylis lucifera	110483	Diastylis lucifera	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		lucifera	
Diastylis rugosa	110488	exact	Diastylis rugosa	110488	Diastylis rugosa	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		rugosa	
Didemnum spp.	103456	exact	Didemnum	103456	Didemnum	Animalia	Chordata	Ascidiacea	Aplousobranchia	Didemnidae	Didemnum			
Diodora spp.	138011	exact	Diodora	138011	Diodora	Animalia	Mollusca	Gastropoda	Lepetellida	Fissurellidae	Diodora			
Diplocirrus glaucus	130100	exact	Diplocirrus glaucus	130100	Diplocirrus glaucus	Animalia	Annelida	Polychaeta	Terebellida	Flabelligeridae	Diplocirrus		glaucus	
Dodecaceria concharum	129967	exact	Dodecaceria concharum	129967	Dodecaceria concharum	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Dodecaceria		concharum	
Dosinia exoleta	141911	exact	Dosinia exoleta	141911	Dosinia exoleta	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Dosinia		exoleta	
Dosinia lupinus	141912	exact	Dosinia lupinus	141912	Dosinia lupinus	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Dosinia		lupinus	
Drilonereis filum	129856	exact	Drilonereis filum	129856	Drilonereis filum	Animalia	Annelida	Polychaeta	Eunicida	Oenonidae	Drilonereis		filum	
Dulichia spp.	101734	exact	Dulichia	101734	Dulichia	Animalia	Arthropoda	Malacostraca	Amphipoda	Dulichiidae	Dulichia			
Dyopedos monacantha	103042	exact	Dyopedos monacantha	489646	Dyopedos monacanthus	Animalia	Arthropoda	Malacostraca	Amphipoda	Dulichiidae	Dyopedos		monacantha	
Dyopedos porrectus	103044	exact	Dyopedos porrectus	103044	Dyopedos porrectus	Animalia	Arthropoda	Malacostraca	Amphipoda	Dulichiidae	Dyopedos		porrectus	
Ebalia spp.	106889	exact	Ebalia	106889	Ebalia	Animalia	Arthropoda	Malacostraca	Decapoda	Leucosiidae	Ebalia			
Echinocardium flavescens	124394	exact	Echinocardium flavescens	124394	Echinocardium flavescens	Animalia	Echinodermata	Echinoidea	Spatangoida	Loveniidae	Echinocardium		flavescens	
Echinus elegans	124286	exact	Echinus elegans	532035	Gracilechinus elegans	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Echinus		elegans	
Ennucula tenuis	140584	exact	Ennucula tenuis	140584	Ennucula tenuis	Animalia	Mollusca	Bivalvia	Nuculida	Nuculidae	Ennucula		tenuis	
Ericthonius difformis	102403	exact	Ericthonius difformis	102403	Ericthonius difformis	Animalia	Arthropoda	Malacostraca	Amphipoda	Ischyroceridae	Ericthonius		difformis	
Eualus pusiolus	107507	exact	Eualus pusiolus	107507	Eualus pusiolus	Animalia	Arthropoda	Malacostraca	Decapoda	Thoridae	Eualus		pusiolus	
Euclymene lumbricoides	130293	exact	Euclymene lumbricoides	209899	Euclymene lombricoides	Animalia	Annelida	Polychaeta		Maldanidae	Euclymene		lumbricoides	
Euclymene robusta	130296	exact	Euclymene robusta	146978	Heteroclymene robusta	Animalia	Annelida	Polychaeta		Maldanidae	Euclymene		robusta	
Eulalia bilineata	130624	exact	Eulalia bilineata	130624	Eulalia bilineata	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Eulalia		bilineata	
Eulima bilineata	139800	exact	Eulima bilineata	139800	Eulima bilineata	Animalia	Mollusca	Gastropoda	Littorinimorpha	Eulimidae	Eulima		bilineata	
Eumida sanguinea	130644	exact	Eumida sanguinea	130644	Eumida sanguinea	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Eumida		sanguinea	
Eunereis longissima	130375	exact	Eunereis longissima	130375	Eunereis longissima	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Eunereis		longissima	
Eunoe nodosa	130745	exact	Eunoe nodosa	130745	Eunoe nodosa	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Eunoe		nodosa	
Eupolymnia nebulosa	131489	exact	Eupolymnia nebulosa	131489	Eupolymnia nebulosa	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Eupolymnia		nebulosa	
Eurynome aspera	107318	exact	Eurynome aspera	107318	Eurynome aspera	Animalia	Arthropoda	Malacostraca	Decapoda	Majidae	Eurynome		aspera	
Eurysyllis spp.	129652	exact	Eurysyllis	129652	Eurysyllis	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Eurysyllis			
Eusirus longipes	102202	exact	Eusirus longipes	102202	Eusirus longipes	Animalia	Arthropoda	Malacostraca	Amphipoda	Eusiridae	Eusirus		longipes	
Exogone naidina	327985	exact	Exogone naidina	327985	Exogone naidina	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Exogone		naidina	
Exogone verugera	333456	exact	Exogone verugera	333456	Exogone verugera	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Exogone		verugera	
Facelina bostoniensis	139908	exact	Facelina bostoniensis	139908	Facelina bostoniensis	Animalia	Mollusca	Gastropoda	Nudibranchia	Facelinidae	Facelina		bostoniensis	
Galathea dispersa	107148	exact	Galathea dispersa	107148	Galathea dispersa	Animalia	Arthropoda	Malacostraca	Decapoda	Galatheidae	Galathea		dispersa	
Galathea intermedia	107150	exact	Galathea intermedia	107150	Galathea intermedia	Animalia	Arthropoda	Malacostraca	Decapoda	Galatheidae	Galathea		intermedia	
Gammaropsis maculata	102364	exact	Gammaropsis maculata	102364	Gammaropsis maculata	Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae	Gammaropsis		maculata	
Gammaropsis nitida	102367	exact	Gammaropsis nitida	102367	Gammaropsis nitida	Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae	Gammaropsis		nitida	
Gammaropsis palmata	102369	exact	Gammaropsis palmata	102369	Gammaropsis palmata	Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae	Gammaropsis		palmata	
Gammaropsis spp.	101558	exact	Gammaropsis	101558	Gammaropsis	Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae	Gammaropsis			
Gari fervensis	140870	exact	Gari fervensis	140870	Gari fervensis	Animalia	Mollusca	Bivalvia	Cardiida	Psammobiidae	Gari		fervensis	
Gari spp.	138388	exact	Gari	138388	Gari	Animalia	Mollusca	Bivalvia	Cardiida	Psammobiidae	Gari			
Gitana sarsi	101977	exact	Gitana sarsi	101977	Gitana sarsi	Animalia	Arthropoda	Malacostraca	Amphipoda	Amphilochidae	Gitana		sarsi	
Glycera tridactyla	130130	exact	Glycera tridactyla	130130	Glycera tridactyla	Animalia	Annelida	Polychaeta	Phyllodocida	Glyceridae	Glycera		tridactyla	
Glycinde spp.	129299	exact	Glycinde	129299	Glycinde	Animalia	Annelida	Polychaeta	Phyllodocida	Goniadidae	Glycinde			
Glycymeris glycymeris	140025	exact	Glycymeris glycymeris	140025	Glycymeris glycymeris	Animalia	Mollusca	Bivalvia	Arcida	Glycymerididae	Glycymeris		glycymeris	
Gnathia oxyuraea	118995	exact	Gnathia oxyuraea	118995	Gnathia oxyuraea	Animalia	Arthropoda	Malacostraca	Isopoda	Gnathiidae	Gnathia		oxyuraea	
Golfingia spp.	136021	exact	Golfingia	136021	Golfingia	Animalia	Sipuncula	Sipunculidea	Golfingiida	Golfingiidae	Golfingia			
Goniada spp.	129300	exact	Goniada	129300	Goniada	Animalia	Annelida	Polychaeta	Phyllodocida	Goniadidae	Goniada			
Gouldia minima	141916	exact	Gouldia minima	141916	Gouldia minima	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Gouldia		minima	
Grania spp.	369702	exact	Grania	369702	Grania	Plantae	Rhodophyta	Florideophyceae	Acrochaetiales	Acrochaetiaceae	Grania			
Guernea spp.	101499	exact	Guernea	101499	Guernea	Animalia	Arthropoda	Malacostraca	Amphipoda	Dexaminidae	Guernea			
Hanleya hanleyi	140082	exact	Hanleya hanleyi	140082	Hanleya hanleyi	Animalia	Mollusca	Polyplacophora	Lepidopleurida	Hanleyidae	Hanleya		hanleyi	
Haploops tubicola	101958	exact	Haploops tubicola	101958	Haploops tubicola	Animalia	Arthropoda	Malacostraca	Amphipoda	Ampeliscidae	Haploops		tubicola	
Harpinia antennaria	102960	exact	Harpinia antennaria	102960	Harpinia antennaria	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia		antennaria	
Harpinia crenulata	102963	exact	Harpinia crenulata	102963	Harpinia crenulata	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia		crenulata	
Harpinia pectinata	102972	exact	Harpinia pectinata	102972	Harpinia pectinata	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia		pectinata	
Harpinia spp.	101716	exact	Harpinia	101716	Harpinia	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Harpinia			
Heteromastus spp.	129214	exact	Heteromastus	129214	Heteromastus	Animalia	Annelida	Polychaeta		Capitellidae	Heteromastus			
Hiatella spp.	138068	exact	Hiatella	138068	Hiatella	Animalia	Mollusca	Bivalvia	Adapedonta	Hiatellidae	Hiatella			
